9.376701,5.110853,4.906665,-1,4.844203,15.3857,0.2791599,42.24527,25.90001,LEFT_ACCELERATE
8.221621,4.495091,4.405143,-1,5.509635,15.53346,0.2791637,44.04209,26.02116,LEFT_ACCELERATE
7.780601,4.065515,3.894353,-1,5.931545,15.50365,0.2791801,45.26884,26.10371,LEFT_ACCELERATE
7.952399,3.81505,3.48025,-1,6.109931,15.26528,0.2792027,46.71185,26.20225,LEFT_ACCELERATE
8.939225,3.823001,3.238537,-1,6.100991,14.61084,0.2792167,48.38726,26.32369,LEFT_ACCELERATE
-1,4.088995,3.215597,-1,6.000432,13.94432,0.279218,49.42667,26.40707,LEFT_ACCELERATE
-1,4.529024,3.368994,-1,5.829433,12.95911,0.2792049,50.52926,26.50694,LEFT_ACCELERATE
-1,4.935452,3.611712,9.974419,5.607111,11.84616,0.2791876,51.50136,26.60643,LEFT_ACCELERATE
-1,5.053342,3.79888,-1,5.398992,10.6931,0.2791725,52.41056,26.70506,LEFT_ACCELERATE
-1,4.862887,3.869692,-1,5.345252,9.533982,0.2791641,53.34773,26.80516,ACCELERATE
-1,4.530266,3.81234,-1,5.494127,8.403945,0.2791618,54.30203,26.90447,LEFT_ACCELERATE
9.365654,4.181056,3.625887,-1,5.769011,7.249,0.2791601,55.26183,27.00532,LEFT_ACCELERATE
9.308726,3.970988,3.414158,-1,5.961103,6.012687,0.2791736,56.12982,27.10691,LEFT_ACCELERATE
-1,3.997935,3.272576,-1,5.997582,4.688715,0.2791927,56.80419,27.20698,LEFT_ACCELERATE
-1,4.117096,3.26348,-1,5.964812,3.281827,0.2791853,57.28823,27.30711,LEFT_ACCELERATE
-1,4.160202,3.276204,-1,5.943698,1.828192,0.2791772,57.66257,27.40797,LEFT_ACCELERATE
-1,4.342256,3.321824,-1,5.881574,0.464122,0.2791831,57.88808,27.50097,LEFT_ACCELERATE
-1,4.93351,3.492667,8.283399,5.722221,-1.019768,0.2792076,57.91743,27.60097,LEFT_ACCELERATE
-1,6.101733,3.837207,6.895246,5.510411,-2.543434,0.2792168,57.65545,27.7053,LEFT_ACCELERATE
-1,9.141193,4.583065,5.475806,5.068551,-3.932528,0.2792037,57.15496,27.80492,LEFT_ACCELERATE
-1,-1,5.455239,4.500741,4.494954,-5.260809,0.2791849,56.49321,27.90475,LEFT_ACCELERATE
8.575532,-1,6.240349,3.751476,3.840769,-6.687077,0.27917,55.72224,28.01367,RIGHT_ACCELERATE
7.763954,-1,6.845299,3.08361,3.031933,-7.870303,0.2791741,55.18287,28.10111,RIGHT_ACCELERATE
8.717157,-1,7.11692,2.692513,2.435915,-9.309288,0.2791901,54.7197,28.20287,RIGHT_ACCELERATE
-1,-1,7.147166,2.667422,2.128772,-10.98878,0.2792141,54.49557,28.31713,RIGHT_ACCELERATE
-1,9.529484,7.047384,3.204918,2.162292,-12.26041,0.2792156,54.57477,28.40305,RIGHT_ACCELERATE
-1,8.137814,6.84957,4.393981,2.515625,-13.72595,0.2792032,54.90643,28.50435,RIGHT_ACCELERATE
-1,7.137241,6.504978,6.108755,3.071477,-15.10603,0.2791846,55.3912,28.60271,RIGHT_ACCELERATE
-1,6.395849,6.002555,7.731324,3.677832,-16.47948,0.2791685,55.93484,28.70191,ACCELERATE
-1,5.810941,5.454135,9.057281,4.226654,-17.85924,0.2791609,56.45548,28.80094,ACCELERATE
-1,5.210958,4.888962,-1,4.790216,-19.34878,0.2791599,56.98924,28.90717,ACCELERATE
-1,4.66742,4.377894,-1,5.300291,-20.74701,0.2791595,57.47407,29.00653,ACCELERATE
9.431022,4.175162,3.898209,-1,5.762745,-22.07759,0.2791596,57.92202,29.10079,LEFT_ACCELERATE
8.788576,3.80123,3.417089,-1,6.1112,-23.50112,0.2791651,58.319,29.20012,LEFT_ACCELERATE
9.100884,3.627554,3.08824,-1,6.274487,-24.97273,0.2791865,58.54547,29.30033,LEFT_ACCELERATE
-1,3.786779,2.969513,-1,6.259085,-26.55046,0.2792106,58.51492,29.40673,LEFT_ACCELERATE
-1,4.317547,3.088402,-1,6.117611,-27.99755,0.279217,58.19427,29.50675,LEFT_ACCELERATE
-1,5.146921,3.421676,8.158825,5.904707,-29.28331,0.27921,57.65077,29.60101,LEFT_ACCELERATE
-1,5.959968,3.823731,7.074511,5.606009,-30.57713,0.2791916,56.86835,29.70291,LEFT_ACCELERATE
-1,6.719705,4.39526,6.280368,5.037152,-31.83449,0.2791769,55.96707,29.80684,LEFT_ACCELERATE
-1,6.800049,4.713306,6.205831,4.601552,-32.97509,0.279165,55.14335,29.90133,ACCELERATE
-1,6.662377,4.905368,6.57061,4.321783,-34.33464,0.2791619,54.20979,30.01207,ACCELERATE
-1,6.368302,5.000958,7.805078,4.198601,-35.49874,0.2791604,53.43356,30.10601,LEFT_ACCELERATE
-1,6.204199,4.995531,9.052167,4.211213,-36.65434,0.2791616,52.61713,30.20106,LEFT_ACCELERATE
-1,6.255169,5.008004,8.493043,4.202207,-37.78141,0.279179,51.64096,30.30137,LEFT_ACCELERATE
-1,6.44992,5.080328,7.531137,4.116631,-38.78412,0.279183,50.50071,30.40356,LEFT_ACCELERATE
-1,6.413804,5.153351,7.882579,4.051562,-39.6922,0.2791725,49.28873,30.50529,LEFT_ACCELERATE
-1,6.066362,5.126667,-1,4.141044,-40.60509,0.2791637,48.06566,30.60777,ACCELERATE
-1,5.695043,4.990856,-1,4.374005,-41.45243,0.2791606,46.93299,30.70274,LEFT_ACCELERATE
-1,5.475872,4.770099,-1,4.591513,-42.27624,0.2791693,45.65376,30.80506,LEFT_ACCELERATE
-1,5.498603,4.606712,-1,4.671344,-42.91562,0.2791923,44.28014,30.90708,LEFT_ACCELERATE
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
-1,6.52091,4.611073,6.489856,4.588929,15.98893,0.2757145,3.105008,0.4350987,NONE
-1,6.520908,4.611071,6.489859,4.588931,15.98893,0.2757334,3.105008,0.4682638,NONE
-1,6.520904,4.611068,6.489863,4.588933,15.98893,0.275742,3.105008,0.5005388,NONE
-1,6.520902,4.611067,6.489865,4.588934,15.98893,0.2757441,3.105008,0.5175534,NONE
-1,6.520895,4.611062,6.489872,4.588939,15.98894,0.2757459,3.105008,0.6109924,NONE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757453,3.105015,0.7053207,NONE
-1,6.520884,4.611053,6.489883,4.588948,15.98895,0.2757445,3.105029,0.8021592,NONE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757443,3.105044,0.9005774,ACCELERATE
-1,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757438,3.10506,1.004786,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105072,1.100758,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.10509,1.205306,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105108,1.305606,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757435,3.105121,1.403807,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757437,3.105134,1.503547,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.10515,1.601363,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.275744,3.105166,1.701424,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757445,3.105183,1.807321,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757432,3.105192,1.906788,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757445,3.105206,2.005945,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.10522,2.100244,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757437,3.105233,2.201784,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.10525,2.301893,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757437,3.105263,2.402851,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105278,2.502401,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105296,2.602263,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105314,2.704745,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757436,3.105328,2.803973,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105345,2.903025,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105361,3.002619,ACCELERATE
-1,6.52089,4.611039,6.489878,4.588962,15.98896,0.2757255,3.149855,3.106693,ACCELERATE
-1,6.520945,4.61103,6.489823,4.588972,15.98897,0.2757056,3.334927,3.205697,ACCELERATE
-1,6.521018,4.611023,6.489749,4.588978,15.98898,0.2756982,3.666927,3.307079,ACCELERATE
-1,6.521207,4.611029,6.489562,4.588973,15.98897,0.2841197,4.116939,3.405991,ACCELERATE
-1,6.521392,4.611064,6.489377,4.588937,15.98893,0.27886,4.693676,3.50643,ACCELERATE
-1,6.521529,4.611131,6.48924,4.588871,15.98886,0.2798396,5.379448,3.605403,ACCELERATE
-1,6.52167,4.611194,6.4891,4.588808,15.9888,0.2788861,6.165581,3.703696,ACCELERATE
-1,6.521878,4.611266,6.488891,4.588735,15.98873,0.2793243,7.069352,3.80441,ACCELERATE
-1,6.522069,4.611346,6.488702,4.588655,15.98865,0.2790944,8.056542,3.904476,ACCELERATE
-1,6.522311,4.611443,6.488461,4.588559,15.98855,0.2792117,9.106582,4.003092,ACCELERATE
-1,6.522568,4.611555,6.488204,4.588446,15.98844,0.2791324,10.21623,4.100946,ACCELERATE
-1,6.522882,4.611698,6.487892,4.588303,15.98829,0.2791703,11.47161,4.205799,ACCELERATE
-1,6.523208,4.611856,6.487566,4.588145,15.98813,0.2791553,12.6982,4.303726,ACCELERATE
-1,6.523566,4.612036,6.487208,4.587965,15.98795,0.2791653,13.961,4.400918,ACCELERATE
-1,6.52399,4.612255,6.486786,4.587746,15.98772,0.2791592,15.39283,4.507602,ACCELERATE
-1,6.524409,4.612478,6.486367,4.587523,15.98749,0.2791598,16.75593,4.60643,ACCELERATE
-1,6.524883,4.612738,6.485893,4.587264,15.98724,0.2791584,18.08414,4.70066,ACCELERATE
-1,6.525424,4.613039,6.485352,4.586962,15.98694,0.2791587,19.58357,4.805023,ACCELERATE
-1,6.52596,4.613343,6.484819,4.586659,15.98663,0.2791584,20.99815,4.901894,ACCELERATE
-1,6.52657,4.613694,6.484211,4.586308,15.98628,0.2791591,22.51688,5.00448,ACCELERATE
-1,6.527205,4.614066,6.483575,4.585937,15.98591,0.2791593,24.00745,5.10456,ACCELERATE
-1,6.527847,4.614445,6.482937,4.585557,15.98552,0.27916,25.44783,5.201261,ACCELERATE
-1,6.528584,4.614888,6.482199,4.585114,15.98508,0.2791603,27.00364,5.305711,ACCELERATE
-1,6.529304,4.615323,6.481482,4.58468,15.98464,0.2791598,28.47388,5.404415,ACCELERATE
-1,6.53004,4.615771,6.480747,4.584231,15.98419,0.2791599,29.91325,5.501047,ACCELERATE
-1,6.530839,4.616261,6.479949,4.583741,15.9837,0.27916,31.39593,5.600586,ACCELERATE
-1,6.519271,4.616784,6.49083,4.583219,15.98317,0.2791604,32.92362,5.703146,ACCELERATE
-1,6.458364,4.618065,6.587771,4.581958,15.98148,0.27916,34.36824,5.800131,LEFT_ACCELERATE
-1,6.601887,4.671607,6.446828,4.538527,15.92647,0.2791628,35.85628,5.900175,LEFT_ACCELERATE
-1,7.122662,4.899443,5.833714,4.376635,15.71148,0.2791761,37.35428,6.001987,LEFT_ACCELERATE
-1,7.550995,5.21103,5.3567,4.085225,15.34526,0.2791726,38.8292,6.104119,LEFT_ACCELERATE
-1,7.507752,5.432217,5.333158,3.805846,14.94718,0.2791647,40.30437,6.206714,ACCELERATE
-1,7.28121,5.539974,5.662472,3.660982,14.5973,0.2791611,41.66952,6.30133,ACCELERATE
-1,6.938084,5.561504,6.57162,3.645397,14.21966,0.2791606,43.18965,6.406488,LEFT_ACCELERATE
-1,6.743402,5.519053,7.4218,3.701845,13.83819,0.2791601,44.54045,6.500778,LEFT_ACCELERATE
-1,6.461649,5.448477,-1,3.809344,13.36135,0.2791615,45.94506,6.600386,ACCELERATE
-1,6.020161,5.296019,-1,4.062542,12.85559,0.2791616,47.39146,6.703269,LEFT_ACCELERATE
-1,5.735833,5.060957,-1,4.316453,12.25191,0.2791699,48.80069,6.806346,LEFT_ACCELERATE
-1,5.667185,4.869204,-1,4.438201,11.49375,0.2791944,50.07194,6.906016,LEFT_ACCELERATE
-1,5.88792,4.802042,-1,4.418009,10.54238,0.2792145,51.17427,7.004204,LEFT_ACCELERATE
-1,6.391582,4.915486,7.364003,4.281255,9.372897,0.2792184,52.09494,7.104696,LEFT_ACCELERATE
-1,7.197343,5.219082,5.727901,4.035845,8.036854,0.2792198,52.78074,7.206238,LEFT_ACCELERATE
-1,8.309271,5.694602,4.564891,3.691558,6.67053,0.2792179,53.18632,7.302706,LEFT_ACCELERATE
-1,9.581721,6.327776,3.614957,3.186802,5.179293,0.2792006,53.37486,7.404365,LEFT_ACCELERATE
-1,-1,6.955108,2.859048,2.577741,3.676766,0.2791839,53.40452,7.505539,LEFT_ACCELERATE
-1,-1,7.426176,2.300157,1.990541,2.160006,0.2791697,53.3912,7.607414,ACCELERATE
-1,-1,7.715211,1.958948,1.582548,0.7347353,0.2791638,53.41068,7.703138,ACCELERATE
-1,-1,7.907753,1.763474,1.322336,-0.765828,0.2791625,53.46087,7.803948,ACCELERATE
-1,-1,7.992774,1.736537,1.205161,-2.28204,0.2791611,53.53063,7.905853,ACCELERATE
-1,-1,7.989289,1.833558,1.21909,-3.780885,0.2791607,53.6114,8.006625,ACCELERATE
-1,-1,7.929698,1.960867,1.291774,-5.210399,0.2791613,53.69548,8.102762,ACCELERATE
-1,-1,7.839888,2.097436,1.381632,-6.658926,0.2791606,53.78529,8.200196,ACCELERATE
-1,-1,7.738321,2.251792,1.483231,-8.24705,0.2791604,53.88729,8.307034,ACCELERATE
-1,-1,7.642388,2.397521,1.57918,-9.697599,0.2791601,53.98258,8.404627,ACCELERATE
-1,9.988406,7.546718,2.542804,1.674857,-11.13473,0.2791607,54.07832,8.501324,ACCELERATE
-1,9.850167,7.442276,2.701367,1.779299,-12.68897,0.2791607,54.18286,8.605903,ACCELERATE
-1,9.856201,7.346145,2.791681,1.867302,-14.16246,0.27916,54.26947,8.705009,LEFT_ACCELERATE
-1,9.911791,7.291513,2.823545,1.915982,-15.63041,0.2791604,54.31825,8.803619,ACCELERATE
-1,9.844305,7.241242,2.897305,1.966217,-17.09568,0.2791603,54.36869,8.90205,ACCELERATE
-1,9.735396,7.184837,2.980549,2.022635,-18.64447,0.2791605,54.42509,9.006098,ACCELERATE
-1,9.55394,7.129454,3.062234,2.078025,-20.12389,0.2791605,54.48092,9.10549,ACCELERATE
-1,9.362921,7.075636,3.106497,2.128761,-21.60442,0.2791605,54.52972,9.204947,LEFT_ACCELERATE
-1,9.494093,7.09902,2.919712,2.104887,-23.05397,0.279166,54.49598,9.302406,LEFT_ACCELERATE
-1,9.638554,7.264639,2.679747,1.956118,-24.59936,0.2791668,54.32809,9.406845,LEFT_ACCELERATE
-1,9.361045,7.358315,2.697011,1.843789,-26.01962,0.279163,54.15192,9.502934,ACCELERATE
-1,8.954082,7.361169,2.968873,1.850595,-27.46276,0.2791614,53.98599,9.600461,ACCELERATE
-1,8.438132,7.272507,3.672391,1.99045,-28.9956,0.2791609,53.81943,9.703974,ACCELERATE
-1,7.881128,7.103254,5.323271,2.262349,-30.43914,0.2791599,53.66847,9.801414,ACCELERATE
-1,7.214143,6.827589,-1,2.726132,-31.9895,0.2791608,53.51057,9.906035,ACCELERATE
-1,6.533447,6.473521,-1,3.345098,-33.42693,0.2791597,53.36669,10.00302,ACCELERATE
9.270434,5.83163,5.985349,-1,4.13019,-34.8792,0.2791607,53.20561,10.10113,LEFT_ACCELERATE
8.778305,5.494492,5.670725,-1,4.535874,-39.44638,0.2792137,51.40105,10.47948,LEFT_ACCELERATE
9.78158,4.641203,4.053159,-1,5.341797,-39.55858,0.2792133,51.29729,10.49323,LEFT_ACCELERATE
9.974886,4.660475,4.026698,-1,5.333765,-39.68969,0.2792142,51.16996,10.50987,LEFT_ACCELERATE
-1,4.690724,4.002628,-1,5.323277,-39.78632,0.2792155,51.07153,10.52257,LEFT_ACCELERATE
-1,4.990193,3.970694,-1,5.245493,-40.31546,0.2792173,50.41747,10.60377,LEFT_ACCELERATE
-1,5.616841,4.097825,8.207884,5.126197,-40.76767,0.2792194,49.58998,10.70334,LEFT_ACCELERATE
-1,6.612803,4.395605,6.395282,5.008642,-41.01184,0.2792207,48.8,10.80012,LEFT_ACCELERATE
-1,8.147037,4.895813,5.2165,4.921559,-41.08356,0.2792232,48.02729,10.90171,LEFT_ACCELERATE
-1,-1,5.568584,4.374768,4.77327,-41.0095,0.2792113,47.24975,11.00115,LEFT_ACCELERATE
-1,-1,6.303757,3.701612,4.347286,-40.84623,0.2791897,46.39986,11.10011,LEFT_ACCELERATE
-1,-1,6.994823,3.050171,3.587561,-40.63415,0.2791771,45.41653,11.20463,LEFT_ACCELERATE
8.45553,-1,7.458406,2.51123,2.791919,-40.45046,0.2791681,44.41189,11.30264,RIGHT_ACCELERATE
9.182433,-1,7.787317,2.031333,2.079525,-40.30545,0.2791692,43.32041,11.4017,RIGHT_ACCELERATE
-1,-1,7.895456,1.764422,1.582069,-40.27375,0.2791798,42.16799,11.50037,RIGHT_ACCELERATE
-1,-1,7.882386,1.764656,1.360035,-40.40208,0.2791784,40.89082,11.6057,RIGHT_ACCELERATE
-1,-1,7.86246,1.915864,1.335294,-40.58147,0.2791695,39.68105,11.70212,ACCELERATE
-1,-1,7.807611,2.151159,1.397979,-40.76557,0.2791614,38.32122,11.80657,ACCELERATE
-1,9.890848,7.712253,2.407142,1.523782,-40.9274,0.2791596,37.00766,11.90432,ACCELERATE
-1,9.688116,7.566881,2.65857,1.683315,-41.08551,0.2791597,35.64802,12.00294,ACCELERATE
-1,9.478683,7.402409,2.917689,1.847656,-41.24878,0.2791585,34.18992,12.10638,ACCELERATE
-1,9.284048,7.24985,3.158168,2.000132,-41.40051,0.2791591,32.80191,12.20305,ACCELERATE
-1,9.07658,7.087417,3.414295,2.162501,-41.56359,0.2791586,31.28603,12.30698,ACCELERATE
-1,8.879091,6.932911,3.657971,2.31696,-41.71616,0.2791579,29.85317,12.404,ACCELERATE
-1,8.683674,6.780103,3.899006,2.469732,-41.86805,0.27916,28.41698,12.50096,ACCELERATE
-1,8.474833,6.616852,4.156538,2.632953,-42.03002,0.2791603,26.87787,12.60486,ACCELERATE
-1,8.280794,6.465209,4.395772,2.784572,-42.18126,0.2791603,25.436,12.70218,ACCELERATE
-1,8.072267,6.302268,4.652835,2.94749,-42.3432,0.2791598,23.88839,12.80665,ACCELERATE
-1,7.877213,6.14987,4.893267,3.099869,-42.4948,0.2791603,22.43728,12.9046,ACCELERATE
-1,7.684776,5.999529,5.13045,3.250192,-42.64402,0.2791604,21.00746,13.00111,ACCELERATE
-1,7.474998,5.835654,5.388983,3.414049,-42.80708,0.27916,19.44365,13.10667,ACCELERATE
-1,7.280832,5.68398,5.62826,3.565706,-42.95772,0.2791603,17.99813,13.20424,ACCELERATE
-1,7.128218,5.530913,5.816389,3.712574,-43.10448,0.2791597,16.53872,13.30272,LEFT_ACCELERATE
-1,7.255333,5.423645,5.687047,3.791408,-43.18972,0.2791612,15.06499,13.40186,LEFT_ACCELERATE
-1,7.203848,5.360073,5.748636,3.852486,-43.2516,0.2791609,13.52841,13.50511,ACCELERATE
-1,7.120005,5.297851,5.841703,3.914722,-43.31426,0.2791604,12.11326,13.60021,ACCELERATE
-1,7.024811,5.227329,5.947375,3.985273,-43.38502,0.2791601,10.6068,13.70146,ACCELERATE
-1,6.925684,5.153749,6.057448,4.058872,-43.45866,0.2791605,9.098,13.80287,ACCELERATE
-1,6.824132,5.078268,6.170229,4.134362,-43.53397,0.2791599,7.592772,13.90405,ACCELERATE
-1,6.714978,5.005466,6.291961,4.208033,-43.60785,0.2791599,6.16229,14.00021,RIGHT_ACCELERATE
-1,6.48609,4.903358,6.560899,4.318599,-43.71585,0.2791602,4.617269,14.1042,ACCELERATE
-1,6.341153,4.794292,6.72752,4.42774,-43.82444,0.2791604,3.112804,14.20547,ACCELERATE
-1,6.19962,4.68713,6.890049,4.53488,-43.93158,0.2791601,1.608036,14.30674,ACCELERATE
-1,6.067679,4.587233,7.041537,4.634755,-44.03147,0.2791601,0.1921776,14.40203,ACCELERATE
-1,5.925807,4.479851,7.204422,4.742118,-44.13826,0.2791599,-1.331524,14.50458,ACCELERATE
-1,5.785184,4.373438,7.365864,4.848515,-44.2444,0.2791602,-2.852807,14.60696,ACCELERATE
-1,5.65457,4.274614,7.515809,4.947326,-44.3429,0.2791598,-4.268967,14.70226,ACCELERATE
-1,5.516789,4.170379,7.673975,5.051548,-44.44688,0.2791598,-5.767182,14.80309,ACCELERATE
-1,5.37778,4.065224,7.833539,5.156692,-44.55212,0.2791599,-7.285898,14.90529,ACCELERATE
-1,5.248049,3.967093,7.982447,5.254811,-44.64983,0.2791606,-8.697479,15.00028,ACCELERATE
-1,5.111093,3.863502,8.13964,5.358391,-44.75275,0.2791595,-10.18571,15.10043,ACCELERATE
-1,4.974075,3.75987,8.296894,5.462013,-44.85666,0.2791606,-11.68913,15.20161,ACCELERATE
-1,4.836552,3.655859,8.45472,5.566013,-44.96027,0.2791595,-13.189,15.30254,ACCELERATE
-1,4.697353,3.550587,8.614457,5.671275,-45.06544,0.2791603,-14.7121,15.40504,ACCELERATE
-1,4.558739,3.445758,8.773514,5.776093,-45.16927,0.2791597,-16.21619,15.50625,ACCELERATE
-1,4.422448,3.342689,9.00312,5.879152,-45.27247,0.2791606,-17.71184,15.6069,ACCELERATE
-1,4.293256,3.244992,9.440796,5.976838,-45.37018,0.27916,-19.12831,15.70222,ACCELERATE
-1,4.149448,3.140363,-1,6.081457,-45.47391,0.27916,-20.63241,15.80344,ACCELERATE
-1,3.965565,3.040663,-1,6.181146,-45.57371,0.2791601,-22.07997,15.90085,ACCELERATE
-1,3.695804,2.93132,-1,6.303823,-45.67798,0.2791592,-23.59274,16.00265,ACCELERATE
9.159914,3.384835,2.781329,-1,6.513775,-45.77384,0.2791597,-25.05427,16.10099,LEFT_ACCELERATE
8.54635,3.148093,2.600221,-1,6.703784,-45.79955,0.2791623,-26.57514,16.20318,LEFT_ACCELERATE
7.348137,2.82322,2.41282,-1,6.984143,-45.76636,0.2791615,-28.09102,16.30499,ACCELERATE
5.993681,2.417939,2.153196,-1,7.400939,-45.73857,0.2791612,-29.52067,16.40099,LEFT_ACCELERATE
5.093505,2.021218,1.810049,-1,7.799767,-45.65246,0.2791615,-31.02891,16.50249,LEFT_ACCELERATE
4.873433,1.756376,1.519113,-1,7.973661,-45.39922,0.2791846,-32.52251,16.60444,LEFT_ACCELERATE
5.60939,1.69187,1.362573,-1,7.932072,-44.91323,0.2792073,-33.94167,16.70555,LEFT_ACCELERATE
7.443882,1.893564,1.398195,-1,7.799103,-44.2221,0.2792172,-35.1604,16.80007,LEFT_ACCELERATE
-1,2.425087,1.637163,-1,7.61865,-43.25226,0.2792177,-36.30042,16.90119,LEFT_ACCELERATE
-1,3.382897,2.07593,-1,7.401546,-42.07,0.2792202,-37.24248,17.00346,LEFT_ACCELERATE
-1,4.758576,2.696189,8.033242,7.149264,-40.76981,0.2792184,-37.9259,17.10295,LEFT_ACCELERATE
-1,6.537186,3.542924,6.627901,6.68943,-39.37821,0.2792045,-38.38193,17.20208,LEFT_ACCELERATE
-1,8.038105,4.414102,5.600471,5.90226,-37.90686,0.2791858,-38.68602,17.30335,LEFT_ACCELERATE
-1,8.836186,5.152001,4.842709,4.88842,-36.40129,0.2791707,-38.93812,17.40589,LEFT_ACCELERATE
-1,8.995586,5.664758,4.350637,4.015076,-34.92303,0.2791638,-39.21738,17.50693,ACCELERATE
-1,8.974817,6.017874,4.050403,3.438394,-33.55437,0.2791614,-39.50561,17.60084,ACCELERATE
-1,8.825478,6.281164,3.893428,3.022354,-32.07467,0.2791606,-39.83743,17.70265,ACCELERATE
-1,8.579883,6.429442,3.935185,2.790174,-30.61126,0.2791602,-40.17858,17.80354,ACCELERATE
-1,8.254695,6.482857,4.211055,2.71458,-29.1611,0.2791604,-40.52489,17.90363,ACCELERATE
-1,7.875532,6.448364,4.755907,2.775346,-27.72107,0.2791607,-40.87404,18.00311,ACCELERATE
-1,7.457846,6.328723,5.451442,2.961912,-26.26291,0.27916,-41.23114,18.1039,ACCELERATE
-1,7.042281,6.120867,6.143529,3.264603,-24.81618,0.27916,-41.58776,18.20393,ACCELERATE
-1,6.664307,5.817491,6.726503,3.621831,-23.33433,0.2791594,-41.94523,18.30628,LEFT_ACCELERATE
-1,6.617652,5.501751,6.587411,3.839396,-21.9479,0.2791642,-42.19605,18.40099,LEFT_ACCELERATE
-1,6.679709,5.298491,6.392269,3.969545,-20.45271,0.2791661,-42.34953,18.50195,LEFT_ACCELERATE
-1,6.528696,5.158137,6.577014,4.104993,-18.96037,0.2791621,-42.48745,18.60257,ACCELERATE
-1,6.335299,5.006112,6.822223,4.257204,-17.46561,0.27916,-42.63879,18.70344,ACCELERATE
-1,6.132207,4.846274,7.07982,4.417202,-15.97571,0.2791611,-42.79811,18.80404,ACCELERATE
-1,5.922008,4.680544,7.346389,4.583036,-14.48516,0.2791598,-42.96303,18.90471,ACCELERATE
-1,5.707963,4.511594,7.617782,4.752047,-12.99266,0.2791606,-43.13172,19.00555,ACCELERATE
-1,5.591876,4.343679,7.688562,4.900917,-11.49888,0.2791602,-43.28461,19.10638,LEFT_ACCELERATE
-1,5.838987,4.270411,7.227094,4.935034,-10.08654,0.2791652,-43.33199,19.20137,LEFT_ACCELERATE
-1,6.053693,4.295695,6.967989,4.904365,-8.5874,0.2791635,-43.30191,19.30205,ACCELERATE
-1,6.059557,4.321962,7.029407,4.878087,-7.088487,0.2791616,-43.27672,19.4027,ACCELERATE
-1,5.962873,4.33733,7.328114,4.862724,-5.575653,0.2791608,-43.26196,19.50427,ACCELERATE
-1,5.769785,4.345506,7.994837,4.85455,-4.067094,0.27916,-43.25413,19.60555,ACCELERATE
-1,5.485414,4.32022,9.461643,4.898697,-2.564849,0.2791598,-43.2508,19.7064,ACCELERATE
-1,5.152377,4.225651,-1,5.033353,-1.161389,0.2791592,-43.25037,19.80062,ACCELERATE
-1,4.727413,4.04685,-1,5.299984,0.3302298,0.2791604,-43.25182,19.90076,ACCELERATE
8.961169,4.226526,3.781304,-1,5.714761,1.848938,0.2791592,-43.25463,20.00272,ACCELERATE
7.426377,3.65126,3.421485,-1,6.310658,3.393359,0.2791598,-43.25841,20.1064,ACCELERATE
6.119162,3.082805,2.999376,-1,7.002742,4.801837,0.2791598,-43.25326,20.20097,LEFT_ACCELERATE
5.20178,2.540448,2.462993,-1,7.591971,6.318453,0.2791691,-43.1557,20.30504,LEFT_ACCELERATE
4.787793,2.161922,2.038886,-1,7.86097,7.602376,0.2791853,-42.93274,20.40072,LEFT_ACCELERATE
5.050012,1.944938,1.711753,-1,7.833178,8.842785,0.2792077,-42.52113,20.50464,LEFT_ACCELERATE
6.243646,1.974741,1.585567,-1,7.694427,9.817419,0.2792138,-41.98225,20.60111,LEFT_ACCELERATE
